KICID|Teff|Teff_err|logg|logg_err|FeH|FeH_err|M_noCorrection|err|R_noCorrection|err|M_RGB|err|R_RGB|err|M_Clump|err|R_Clump|err|EvoPhase|
11825807|4998|154|2.427|0.015|-0.37|0.30|1.18|0.13|11.02|0.42|1.13|0.12|10.76|0.41|1.21|0.13|11.12|0.42|2|
11826594|4761|80|2.500|0.013|0.02|0.15|1.47|0.14|11.27|0.42|1.35|0.13|10.82|0.40|1.48|0.15|11.34|0.42|2|
11852899|5087|151|3.274|0.008|0.18|0.30|1.42|0.09|4.56|0.10|1.45|0.09|4.61|0.10|1.44|0.09|4.59|0.10|1|
11853719|4853|100|2.432|0.011|0.20|0.15|1.13|0.09|10.71|0.32|1.12|0.09|10.65|0.32|1.13|0.09|10.72|0.32|2|
11853890|5157|180|2.806|0.010|-0.40|0.30|1.21|0.09|7.19|0.20|1.21|0.09|7.19|0.20|1.23|0.09|7.26|0.20|2|
11854450|4950|100|2.401|0.013|-0.48|0.15|1.03|0.13|10.62|0.55|0.97|0.12|10.26|0.52|1.05|0.13|10.71|0.55|2|
11854801|4837|80|3.164|0.006|-0.40|0.15|1.06|0.05|4.47|0.08|0.95|0.04|4.23|0.07|1.06|0.05|4.46|0.08|1|
11854835|4330|80|1.795|0.011|-0.18|0.15|1.45|0.14|25.24|1.04|1.28|0.13|23.68|0.96|1.41|0.14|24.92|1.02|0|
11855110|4926|100|2.503|0.010|-0.25|0.15|1.43|0.12|11.10|0.38|1.34|0.11|10.73|0.36|1.46|0.13|11.21|0.38|2|
11855667|4853|80|3.208|0.006|-0.44|0.15|0.99|0.05|4.11|0.07|0.90|0.04|3.90|0.07|0.99|0.05|4.11|0.07|1|
11858649|4888|80|2.402|0.012|-0.23|0.15|1.79|0.22|13.95|0.73|1.66|0.20|13.42|0.69|1.83|0.22|14.09|0.74|2|
11858653|4702|80|2.379|0.012|-0.13|0.15|1.02|0.09|10.82|0.39|0.92|0.08|10.26|0.36|1.02|0.09|10.80|0.38|2|
11858749|5256|158|3.218|0.008|-0.12|0.30|1.43|0.09|4.88|0.11|1.48|0.09|4.96|0.11|1.46|0.09|4.92|0.11|1|
11859429|5052|154|2.446|0.011|-0.61|0.30|1.37|0.11|11.61|0.36|1.29|0.11|11.26|0.35|1.42|0.12|11.79|0.37|2|
11859572|5096|155|2.358|0.019|-0.41|0.30|0.87|0.12|10.25|0.50|0.89|0.12|10.36|0.51|0.89|0.12|10.31|0.50|2|
11859861|5109|156|2.393|0.012|-0.20|0.30|1.25|0.14|11.76|0.56|1.25|0.14|11.79|0.56|1.26|0.14|11.82|0.56|2|
11860143|4676|80|2.423|0.013|0.18|0.15|1.10|0.11|10.67|0.38|1.02|0.10|10.29|0.36|1.10|0.11|10.69|0.38|2|
11860180|4674|80|2.344|0.013|-0.06|0.15|0.98|0.12|11.02|0.53|0.88|0.10|10.48|0.50|0.98|0.12|11.01|0.53|2|
11860256|4749|80|2.680|0.011|-0.00|0.15|1.48|0.12|9.22|0.27|1.36|0.11|8.83|0.25|1.50|0.12|9.27|0.27|1|
11860515|5151|155|3.258|0.009|-0.09|0.30|1.18|0.08|4.23|0.11|1.22|0.08|4.29|0.11|1.19|0.08|4.24|0.11|1|
11860626|5138|155|2.550|0.009|-0.20|0.30|1.43|0.09|10.51|0.24|1.43|0.09|10.51|0.24|1.46|0.09|10.62|0.24|1|
11860760|5123|155|2.373|0.015|-0.27|0.30|1.18|0.14|11.71|0.53|1.19|0.14|11.74|0.53|1.19|0.14|11.78|0.54|2|
11860771|4869|80|2.510|0.009|0.06|0.15|1.39|0.10|10.84|0.29|1.32|0.09|10.60|0.28|1.40|0.10|10.92|0.30|2|
11861266|5138|179|2.885|0.010|-0.15|0.30|1.41|0.10|7.09|0.18|1.42|0.10|7.11|0.18|1.43|0.10|7.15|0.18|1|
11861823|4471|134|2.288|0.010|0.34|0.30|1.43|0.10|14.19|0.36|1.27|0.09|13.40|0.34|1.42|0.10|14.17|0.36|1|
11861857|4576|80|2.459|0.007|0.03|0.15|1.47|0.08|11.82|0.25|1.31|0.07|11.16|0.23|1.46|0.08|11.81|0.25|1|
11862360|4628|80|2.409|0.009|0.21|0.15|1.25|0.10|11.57|0.34|1.14|0.09|11.05|0.33|1.26|0.10|11.61|0.35|2|
11862382|5022|155|2.556|0.011|-0.03|0.30|1.86|0.15|11.92|0.34|1.81|0.15|11.75|0.33|1.91|0.16|12.07|0.34|1|
11862764|5401|160|3.233|0.009|-0.46|0.30|1.74|0.12|5.28|0.12|1.82|0.12|5.40|0.13|1.80|0.12|5.37|0.13|1|
11867473|5224|161|2.393|0.013|-0.17|0.30|0.92|0.11|10.10|0.49|0.97|0.11|10.39|0.51|0.92|0.11|10.11|0.49|2|
11867770|5051|155|2.630|0.010|-0.65|0.30|1.48|0.11|9.77|0.25|1.39|0.10|9.46|0.24|1.53|0.11|9.93|0.25|1|
11867867|4797|142|2.006|0.035|-0.09|0.30|1.48|0.47|20.00|2.64|1.36|0.43|19.15|2.50|1.49|0.48|20.10|2.66|0|
11868163|5190|158|3.032|0.009|-0.37|0.30|1.43|0.09|6.03|0.14|1.42|0.09|6.03|0.14|1.46|0.09|6.11|0.14|1|
11868246|4928|100|2.435|0.009|0.25|0.15|1.58|0.10|12.62|0.31|1.54|0.10|12.48|0.31|1.60|0.11|12.72|0.31|2|
11868394|5085|160|2.872|0.011|-0.02|0.30|1.45|0.11|7.32|0.19|1.46|0.11|7.33|0.19|1.47|0.11|7.37|0.19|1|
11869095|4776|100|2.664|0.010|0.30|0.15|1.91|0.14|10.66|0.27|1.82|0.13|10.38|0.26|1.94|0.14|10.73|0.27|1|
11869694|5308|174|2.534|0.012|0.03|0.30|1.78|0.24|11.96|0.72|1.87|0.25|12.26|0.75|1.83|0.25|12.11|0.73|2|
11869802|5002|154|2.389|0.013|-0.11|0.30|1.37|0.13|12.37|0.42|1.33|0.13|12.21|0.41|1.39|0.13|12.47|0.42|1|
11870581|5046|159|2.790|0.009|0.11|0.30|1.42|0.09|7.95|0.19|1.43|0.09|7.97|0.19|1.44|0.09|8.00|0.19|1|
11870637|4862|159|2.562|0.011|0.19|0.30|1.42|0.12|10.32|0.30|1.36|0.11|10.12|0.30|1.43|0.12|10.39|0.31|1|
11870734|5218|164|2.396|0.014|-0.17|0.30|0.96|0.11|10.27|0.46|1.01|0.12|10.54|0.47|0.95|0.11|10.24|0.46|2|
11870991|5196|100|2.422|0.010|-0.43|0.15|1.02|0.09|10.27|0.37|1.04|0.09|10.40|0.38|1.04|0.09|10.36|0.38|2|
11871165|4930|162|2.733|0.009|0.15|0.30|1.53|0.10|8.80|0.21|1.48|0.10|8.68|0.21|1.55|0.10|8.87|0.21|1|
11871718|5100|100|2.424|0.011|-0.09|0.15|1.12|0.10|10.74|0.37|1.15|0.10|10.88|0.37|1.13|0.10|10.78|0.37|2|
11871882|5209|100|2.473|0.011|-0.41|0.15|1.28|0.11|10.86|0.37|1.29|0.11|10.91|0.37|1.31|0.12|10.99|0.37|2|
11872343|5061|160|3.076|0.008|0.11|0.30|1.33|0.08|5.54|0.12|1.36|0.08|5.59|0.12|1.35|0.08|5.57|0.12|1|
11872655|4854|100|2.333|0.019|0.22|0.15|1.03|0.14|11.46|0.54|1.04|0.14|11.50|0.55|1.03|0.14|11.47|0.54|2|
11872677|5173|164|2.690|0.009|-0.70|0.30|1.36|0.09|8.73|0.21|1.32|0.09|8.60|0.21|1.41|0.10|8.87|0.21|1|
11872794|5200|171|3.051|0.009|-1.33|0.30|1.15|0.07|5.29|0.12|1.11|0.07|5.20|0.12|1.12|0.07|5.23|0.12|1|
11873200|5009|100|2.490|0.011|-0.14|0.15|1.71|0.14|12.31|0.37|1.64|0.13|12.06|0.36|1.75|0.14|12.45|0.38|2|
11873264|5074|155|2.501|0.010|-0.06|0.30|1.44|0.11|11.16|0.34|1.43|0.11|11.14|0.34|1.46|0.12|11.25|0.34|2|
11873428|5188|156|3.142|0.008|-0.23|0.30|1.20|0.07|4.87|0.11|1.23|0.08|4.93|0.11|1.21|0.07|4.89|0.11|1|
11873522|5025|156|2.352|0.013|-0.24|0.30|0.81|0.09|9.94|0.44|0.84|0.09|10.12|0.45|0.82|0.09|10.01|0.45|2|
11873702|5181|169|3.002|0.009|-0.04|0.30|1.51|0.10|6.42|0.15|1.54|0.10|6.49|0.15|1.53|0.10|6.47|0.15|1|
11873903|5263|161|3.129|0.009|-0.49|0.30|1.37|0.09|5.28|0.12|1.39|0.09|5.31|0.12|1.41|0.09|5.35|0.12|1|
11873906|5085|154|2.755|0.009|-0.31|0.30|1.31|0.08|7.96|0.18|1.28|0.08|7.87|0.18|1.34|0.09|8.04|0.19|1|
11875246|4735|80|2.862|0.008|0.13|0.15|1.22|0.07|6.76|0.14|1.13|0.07|6.54|0.14|1.22|0.07|6.78|0.14|1|
11876391|4766|166|2.643|0.032|-0.42|0.30|1.86|0.54|10.78|1.29|1.66|0.48|10.19|1.20|1.84|0.53|10.71|1.28|2|
11903967|5082|153|2.443|0.012|-0.71|0.30|1.81|0.16|13.38|0.41|1.71|0.15|12.99|0.39|1.87|0.16|13.61|0.41|1|
11904299|4784|80|2.567|0.008|-0.14|0.15|1.51|0.09|10.59|0.23|1.37|0.08|10.09|0.22|1.52|0.09|10.63|0.23|1|
11904929|5185|100|2.566|0.009|-0.33|0.15|1.59|0.11|10.88|0.30|1.58|0.11|10.84|0.29|1.64|0.12|11.04|0.30|2|
11905111|4605|80|2.628|0.008|-0.20|0.15|1.27|0.07|9.06|0.19|1.11|0.06|8.47|0.18|1.25|0.07|8.99|0.19|1|
11905159|4840|100|2.611|0.008|-0.21|0.15|1.36|0.08|9.57|0.20|1.25|0.07|9.16|0.19|1.38|0.08|9.63|0.20|1|
11905211|5111|154|2.428|0.010|-0.42|0.30|1.81|0.14|13.63|0.38|1.74|0.13|13.36|0.37|1.87|0.14|13.85|0.38|2|
11905393|4883|100|2.424|0.008|-0.01|0.15|1.04|0.07|10.37|0.25|1.03|0.06|10.29|0.25|1.05|0.07|10.40|0.25|2|
11905420|4626|80|2.622|0.007|-0.00|0.15|1.16|0.06|8.73|0.17|1.04|0.05|8.24|0.16|1.16|0.06|8.72|0.17|1|
11905840|5175|100|3.004|0.007|-0.31|0.15|1.51|0.08|6.40|0.12|1.50|0.08|6.38|0.12|1.55|0.08|6.48|0.12|1|
11905997|4920|100|2.718|0.007|-0.42|0.15|1.25|0.07|8.11|0.16|1.15|0.06|7.77|0.15|1.27|0.07|8.17|0.16|1|
11906129|4857|145|2.820|0.008|0.15|0.30|1.50|0.09|7.89|0.17|1.43|0.09|7.71|0.17|1.52|0.09|7.95|0.17|1|
11908482|5259|152|3.113|0.008|-0.19|0.30|1.32|0.08|5.28|0.12|1.37|0.08|5.38|0.12|1.34|0.08|5.33|0.12|1|
11908532|4948|80|2.485|0.011|-0.08|0.15|1.24|0.11|10.53|0.34|1.20|0.10|10.38|0.33|1.25|0.11|10.58|0.34|2|
11908744|4726|80|2.417|0.012|0.08|0.15|1.16|0.11|11.03|0.39|1.08|0.10|10.63|0.37|1.17|0.11|11.06|0.39|2|
11908864|5015|150|2.457|0.027|-0.26|0.30|1.32|0.25|11.24|0.74|1.27|0.24|11.03|0.72|1.34|0.26|11.34|0.74|2|
11909754|4702|138|1.940|0.017|-0.43|0.30|1.16|0.15|19.14|0.91|1.00|0.13|17.78|0.83|1.13|0.14|18.84|0.89|0|
11909809|4384|80|2.124|0.015|0.13|0.15|1.51|0.18|17.62|0.78|1.33|0.16|16.55|0.73|1.49|0.18|17.52|0.78|1|
11910249|4541|80|2.457|0.008|-0.19|0.15|1.18|0.07|10.64|0.24|1.02|0.06|9.90|0.22|1.16|0.07|10.53|0.24|1|
11910327|4887|80|2.460|0.012|-0.20|0.15|1.33|0.12|11.25|0.40|1.24|0.11|10.86|0.38|1.35|0.13|11.34|0.40|2|
11910475|5240|155|3.248|0.009|-0.12|0.30|1.42|0.09|4.69|0.11|1.47|0.10|4.77|0.11|1.45|0.10|4.74|0.11|1|
11910960|5084|151|2.774|0.009|-0.55|0.30|1.26|0.08|7.62|0.17|1.21|0.08|7.46|0.17|1.29|0.08|7.73|0.18|1|
11911699|5028|149|3.027|0.008|0.02|0.30|1.27|0.08|5.73|0.14|1.28|0.08|5.74|0.14|1.28|0.08|5.76|0.14|1|
11911929|5134|153|2.961|0.009|-0.17|0.30|1.46|0.09|6.62|0.15|1.46|0.09|6.62|0.15|1.49|0.09|6.69|0.15|1|
11912016|5131|164|2.469|0.010|0.16|0.30|1.52|0.12|11.89|0.34|1.56|0.12|12.03|0.35|1.54|0.12|11.99|0.35|2|
11912582|4820|140|2.685|0.009|-0.31|0.30|1.30|0.09|8.57|0.21|1.17|0.08|8.13|0.20|1.30|0.09|8.57|0.21|1|
11913049|4593|80|2.353|0.013|-0.16|0.15|1.01|0.10|11.11|0.39|0.88|0.08|10.35|0.36|1.00|0.10|11.01|0.38|2|
11913052|4947|157|3.004|0.009|0.28|0.30|1.32|0.08|5.99|0.14|1.32|0.08|5.99|0.14|1.33|0.08|6.00|0.14|1|
11913122|5312|185|3.035|0.014|-0.15|0.30|1.42|0.14|5.99|0.21|1.48|0.15|6.12|0.22|1.44|0.14|6.04|0.21|1|
11913350|5201|161|2.372|0.016|-0.10|0.30|1.11|0.13|11.38|0.47|1.16|0.14|11.63|0.49|1.12|0.13|11.42|0.48|2|
11913446|4651|80|2.368|0.014|-0.04|0.15|0.90|0.10|10.31|0.40|0.82|0.09|9.81|0.38|0.90|0.10|10.30|0.40|2|
11913545|4939|141|2.982|0.008|-0.09|0.30|1.36|0.08|6.25|0.13|1.31|0.08|6.12|0.13|1.39|0.08|6.30|0.13|1|
11913802|4665|80|2.306|0.018|-0.20|0.15|0.77|0.11|10.21|0.59|0.68|0.10|9.62|0.54|0.77|0.11|10.22|0.59|2|
11917138|5208|155|3.261|0.009|-0.31|0.30|1.27|0.08|4.37|0.11|1.29|0.09|4.41|0.11|1.29|0.09|4.41|0.11|1|
11917935|4836|169|2.567|0.047|-0.14|0.30|1.76|0.78|11.42|2.14|1.62|0.71|10.96|2.03|1.79|0.80|11.53|2.17|2|
11918016|4871|100|2.449|0.012|-0.03|0.15|1.22|0.11|10.89|0.39|1.16|0.11|10.64|0.38|1.22|0.12|10.93|0.39|2|
11918256|5125|160|2.380|0.018|-0.16|0.30|0.93|0.17|10.32|0.79|0.97|0.17|10.55|0.81|0.93|0.17|10.32|0.79|2|
11918397|4775|80|2.402|0.024|-0.14|0.15|1.67|0.32|13.48|0.95|1.51|0.28|12.83|0.90|1.68|0.32|13.53|0.96|2|
11918765|4974|153|2.379|0.015|0.19|0.30|1.13|0.13|11.37|0.53|1.15|0.14|11.49|0.53|1.13|0.14|11.39|0.53|2|
11920372|5138|153|2.952|0.008|-0.54|0.30|1.38|0.08|6.49|0.14|1.34|0.08|6.40|0.14|1.42|0.09|6.59|0.14|1|
11920678|4839|100|2.486|0.008|-0.00|0.15|1.67|0.10|12.23|0.27|1.56|0.10|11.83|0.26|1.70|0.10|12.34|0.27|1|
11920936|5132|166|2.472|0.017|0.06|0.30|1.41|0.19|11.44|0.57|1.45|0.19|11.57|0.58|1.43|0.19|11.52|0.58|2|
11920955|5267|172|2.434|0.017|-0.15|0.30|0.95|0.12|9.80|0.48|1.01|0.13|10.08|0.50|0.95|0.12|9.77|0.48|2|
11921573|5151|159|2.519|0.011|-0.15|0.30|1.48|0.16|11.10|0.52|1.49|0.17|11.13|0.53|1.52|0.17|11.22|0.53|2|
11922275|5128|157|2.647|0.009|-0.30|0.30|1.39|0.09|9.28|0.22|1.38|0.09|9.23|0.22|1.43|0.10|9.39|0.23|1|
11923260|5212|169|2.444|0.012|-0.50|0.30|1.75|0.17|13.14|0.52|1.73|0.17|13.05|0.52|1.81|0.18|13.37|0.53|2|
11923394|5209|158|2.608|0.015|-0.33|0.30|2.36|0.26|12.64|0.49|2.44|0.27|12.85|0.50|2.51|0.28|13.04|0.51|2|
11923522|5024|156|2.435|0.014|-0.50|0.30|1.57|0.17|12.58|0.50|1.47|0.16|12.18|0.48|1.62|0.17|12.76|0.51|2|
11923687|4823|147|2.508|0.009|-0.55|0.30|1.26|0.09|10.37|0.26|1.11|0.08|9.72|0.24|1.25|0.09|10.30|0.26|1|
11924048|5043|160|2.454|0.016|-0.18|0.30|1.25|0.15|10.97|0.47|1.23|0.15|10.90|0.47|1.26|0.15|11.03|0.47|2|
11924125|5192|161|2.408|0.013|-0.42|0.30|0.94|0.11|10.04|0.51|0.97|0.12|10.21|0.52|0.96|0.12|10.12|0.52|2|
11924767|5334|164|2.477|0.028|-0.87|0.30|1.46|0.29|11.57|0.80|1.48|0.30|11.65|0.81|1.52|0.30|11.80|0.82|2|
11924806|5079|100|2.976|0.010|-0.02|0.15|2.47|0.18|8.47|0.22|2.53|0.18|8.56|0.22|2.60|0.19|8.68|0.23|2|
11924919|4976|100|2.973|0.008|0.15|0.15|1.77|0.10|7.19|0.15|1.73|0.10|7.10|0.15|1.81|0.10|7.27|0.15|1|
11925044|4891|80|3.168|0.010|0.28|0.15|1.46|0.11|5.22|0.13|1.43|0.10|5.15|0.13|1.48|0.11|5.24|0.13|1|
11925223|5251|166|3.170|0.012|-0.40|0.30|1.54|0.14|5.35|0.16|1.56|0.14|5.37|0.16|1.59|0.14|5.43|0.16|1|
11953581|4803|100|2.478|0.009|0.41|0.15|1.35|0.11|11.07|0.37|1.30|0.11|10.87|0.36|1.35|0.11|11.08|0.37|2|
11953668|4836|100|2.379|0.010|-0.39|0.15|1.09|0.08|11.18|0.32|0.98|0.07|10.59|0.30|1.09|0.08|11.16|0.32|2|
11953849|4908|100|2.474|0.010|-0.06|0.15|1.31|0.11|10.97|0.36|1.25|0.10|10.73|0.35|1.32|0.11|11.04|0.37|2|
11954229|4980|148|2.418|0.026|-0.12|0.30|1.54|0.31|12.70|0.97|1.47|0.30|12.43|0.94|1.57|0.32|12.83|0.98|2|
11954278|4740|100|2.452|0.012|0.14|0.15|1.19|0.12|10.74|0.41|1.12|0.11|10.40|0.39|1.20|0.12|10.77|0.41|2|
11954465|4856|100|2.929|0.007|0.01|0.15|1.28|0.07|6.43|0.12|1.22|0.06|6.28|0.12|1.29|0.07|6.47|0.12|1|
11954649|5112|151|2.523|0.009|-0.25|0.30|1.51|0.10|11.14|0.28|1.48|0.10|11.04|0.28|1.55|0.11|11.28|0.28|2|
11954812|5100|151|3.144|0.008|0.01|0.30|1.19|0.07|4.84|0.10|1.22|0.07|4.91|0.11|1.20|0.07|4.85|0.10|1|
11954989|4676|100|2.345|0.009|0.12|0.15|1.58|0.10|13.99|0.33|1.44|0.09|13.36|0.31|1.60|0.10|14.08|0.33|1|
11955048|5232|158|2.282|0.019|-0.42|0.30|0.96|0.14|11.75|0.61|1.00|0.14|11.97|0.62|0.98|0.14|11.85|0.61|2|
11955184|4208|147|1.615|0.015|-0.30|0.30|0.98|0.20|25.60|2.45|0.83|0.16|23.46|2.16|0.95|0.19|25.15|2.38|0|
11955410|4955|100|2.437|0.010|-0.15|0.15|1.16|0.08|10.78|0.29|1.12|0.08|10.61|0.28|1.17|0.09|10.81|0.29|2|
11955428|4940|147|2.210|0.012|-0.34|0.30|1.26|0.12|14.56|0.55|1.17|0.11|14.08|0.52|1.28|0.12|14.69|0.55|0|
11957092|5093|149|2.568|0.010|0.03|0.30|1.76|0.31|11.41|0.96|1.75|0.31|11.39|0.96|1.80|0.32|11.55|0.98|2|
11957192|5075|150|2.873|0.008|-0.05|0.30|1.64|0.10|7.77|0.17|1.62|0.10|7.72|0.17|1.67|0.10|7.84|0.17|1|
11957627|4722|80|2.247|0.011|-0.30|0.15|0.91|0.10|11.91|0.59|0.81|0.09|11.20|0.54|0.90|0.10|11.84|0.59|2|
11958976|5305|161|3.054|0.009|-0.10|0.30|1.87|0.12|6.74|0.15|1.96|0.12|6.88|0.16|1.93|0.12|6.83|0.16|1|
11959228|4806|80|2.489|0.015|0.14|0.15|1.50|0.17|11.56|0.48|1.42|0.16|11.23|0.46|1.53|0.17|11.65|0.48|2|
11960195|5112|152|3.080|0.008|-0.01|0.30|1.51|0.09|5.86|0.13|1.52|0.09|5.88|0.13|1.53|0.09|5.90|0.13|1|
11960363|4892|145|2.855|0.009|0.46|0.30|1.49|0.09|7.55|0.17|1.47|0.09|7.50|0.17|1.51|0.09|7.60|0.17|1|
11960470|4812|80|2.512|0.007|0.10|0.15|1.90|0.12|12.65|0.33|1.78|0.11|12.26|0.32|1.94|0.12|12.78|0.33|2|
11960908|4644|80|2.597|0.007|-0.31|0.15|1.46|0.08|10.07|0.20|1.29|0.07|9.44|0.19|1.43|0.08|9.97|0.20|1|
11960927|5218|157|2.436|0.011|-0.19|0.30|1.19|0.11|10.93|0.38|1.23|0.11|11.12|0.39|1.20|0.11|10.97|0.38|2|
11961034|4638|80|2.387|0.011|0.25|0.15|1.16|0.09|11.40|0.33|1.07|0.08|10.96|0.31|1.16|0.09|11.42|0.33|2|
11961204|5273|154|3.247|0.010|-0.91|0.30|1.20|0.09|4.32|0.12|1.20|0.09|4.32|0.12|1.21|0.09|4.34|0.12|1|
11961231|5068|153|2.570|0.009|-0.55|0.30|1.29|0.08|9.75|0.22|1.22|0.08|9.51|0.22|1.32|0.08|9.88|0.22|1|
11961493|4814|151|2.404|0.010|0.46|0.30|1.26|0.17|11.67|0.72|1.21|0.16|11.43|0.70|1.25|0.17|11.61|0.72|2|
11961545|4954|143|2.600|0.009|-0.05|0.30|1.26|0.08|9.33|0.21|1.23|0.08|9.21|0.21|1.28|0.08|9.37|0.21|1|
11961615|4707|80|2.413|0.026|0.03|0.15|1.14|0.21|10.99|0.67|1.05|0.19|10.52|0.64|1.15|0.21|11.02|0.68|2|
11962986|5221|158|2.378|0.013|-0.26|0.30|0.96|0.12|10.50|0.55|1.01|0.13|10.75|0.57|0.96|0.12|10.51|0.55|2|
11966475|4948|151|2.641|0.009|-0.12|0.30|1.44|0.10|9.49|0.23|1.37|0.09|9.27|0.23|1.46|0.10|9.58|0.23|1|
11966513|5085|80|2.544|0.022|-0.44|0.15|1.63|0.30|11.31|0.80|1.56|0.28|11.06|0.78|1.68|0.31|11.49|0.82|2|
11966805|4913|100|2.518|0.008|-0.42|0.15|1.48|0.09|11.09|0.25|1.35|0.08|10.61|0.24|1.50|0.09|11.18|0.25|2|
11967671|5189|155|2.449|0.010|-0.53|0.30|1.59|0.13|12.44|0.39|1.55|0.13|12.31|0.38|1.64|0.13|12.64|0.40|2|
11968334|4929|100|3.061|0.007|0.22|0.15|1.49|0.07|5.97|0.11|1.47|0.07|5.91|0.11|1.52|0.08|6.02|0.11|1|
11969106|4837|80|2.350|0.020|0.12|0.15|1.57|0.25|13.86|0.86|1.48|0.24|13.49|0.83|1.59|0.26|13.97|0.87|2|
11969372|5037|162|2.482|0.011|0.04|0.30|1.49|0.12|11.59|0.35|1.48|0.12|11.55|0.35|1.51|0.12|11.67|0.35|2|
11969378|5001|100|2.501|0.009|0.06|0.15|1.42|0.11|11.08|0.32|1.40|0.11|11.02|0.32|1.44|0.11|11.15|0.32|2|
11969879|4821|100|2.347|0.017|0.37|0.15|1.18|0.16|12.05|0.64|1.16|0.16|11.96|0.63|1.17|0.16|12.03|0.64|2|
11970109|5157|159|2.694|0.009|-0.21|0.30|1.41|0.09|8.85|0.21|1.42|0.09|8.87|0.21|1.44|0.10|8.95|0.21|1|
11970185|4962|158|2.613|0.009|0.07|0.30|1.30|0.09|9.32|0.23|1.29|0.09|9.27|0.23|1.32|0.09|9.37|0.23|1|
11970375|5153|180|2.793|0.009|-0.47|0.30|1.17|0.08|7.18|0.18|1.16|0.08|7.16|0.18|1.19|0.08|7.26|0.18|1|
11970742|5111|150|3.175|0.008|-0.23|0.30|1.27|0.08|4.82|0.11|1.27|0.08|4.82|0.11|1.29|0.08|4.86|0.11|1|
11970850|4749|80|2.352|0.019|-0.30|0.15|0.99|0.15|11.01|0.62|0.88|0.13|10.39|0.58|0.98|0.15|10.95|0.62|2|
11970987|5227|100|2.582|0.009|-0.10|0.15|1.93|0.15|11.77|0.36|1.98|0.16|11.91|0.37|1.99|0.16|11.94|0.37|2|
11971108|4958|153|2.380|0.014|0.07|0.30|1.71|0.32|13.97|1.22|1.65|0.31|13.73|1.19|1.74|0.33|14.13|1.23|2|
11971123|5121|100|2.433|0.013|-0.11|0.15|1.37|0.14|11.78|0.45|1.38|0.14|11.83|0.45|1.40|0.14|11.88|0.45|2|
11971154|4987|155|2.540|0.010|0.04|0.30|1.49|0.11|10.85|0.28|1.46|0.11|10.74|0.28|1.51|0.11|10.92|0.28|1|
11971166|5148|100|2.146|0.010|-0.11|0.15|1.80|0.36|18.79|1.79|1.80|0.36|18.77|1.79|1.85|0.37|19.02|1.82|0|
11971452|4990|151|2.578|0.011|-0.09|0.30|1.43|0.11|10.16|0.27|1.38|0.11|10.00|0.27|1.45|0.11|10.25|0.28|1|
11971940|4737|100|2.584|0.011|0.35|0.15|1.91|0.15|11.68|0.31|1.80|0.14|11.35|0.30|1.93|0.15|11.74|0.32|1|
11971974|5056|161|2.328|0.023|-0.36|0.30|0.87|0.18|10.57|0.87|0.89|0.18|10.67|0.88|0.88|0.18|10.63|0.87|2|
11972209|5108|172|2.377|0.012|-0.13|0.30|1.23|0.19|11.88|0.82|1.24|0.19|11.96|0.83|1.24|0.19|11.93|0.82|2|
11972301|4520|158|2.515|0.010|0.03|0.30|1.22|0.09|10.09|0.27|1.07|0.08|9.46|0.25|1.20|0.09|10.03|0.27|2|
11972640|5033|151|2.628|0.010|-0.31|0.30|1.72|0.12|10.54|0.26|1.64|0.12|10.28|0.26|1.77|0.13|10.69|0.27|1|
11972774|4693|80|2.622|0.007|-0.04|0.15|1.37|0.07|9.48|0.19|1.24|0.07|9.00|0.17|1.38|0.07|9.49|0.19|1|
11972904|4917|80|3.078|0.007|-0.03|0.15|1.38|0.07|5.63|0.10|1.33|0.07|5.51|0.10|1.40|0.07|5.67|0.10|1|
11973017|5230|159|3.297|0.009|-0.07|0.30|1.41|0.09|4.42|0.10|1.46|0.09|4.49|0.10|1.43|0.09|4.46|0.10|1|
11973246|4830|80|2.577|0.009|-0.00|0.15|1.81|0.13|11.46|0.31|1.69|0.12|11.08|0.30|1.85|0.13|11.59|0.31|2|
11973307|5177|161|2.730|0.009|-0.39|0.30|1.56|0.10|8.92|0.21|1.54|0.10|8.86|0.21|1.60|0.11|9.05|0.21|1|
11973569|4688|80|2.630|0.007|0.17|0.15|1.48|0.08|9.75|0.20|1.36|0.07|9.35|0.19|1.50|0.08|9.82|0.20|1|
11973853|5064|100|3.218|0.007|-0.12|0.15|1.61|0.08|5.18|0.10|1.58|0.08|5.12|0.10|1.65|0.09|5.23|0.10|1|
11974240|5300|166|3.152|0.009|-0.74|0.30|1.26|0.08|4.93|0.11|1.28|0.08|4.96|0.11|1.30|0.08|5.01|0.11|1|
11974612|4856|100|2.522|0.008|-0.52|0.15|1.27|0.07|10.21|0.22|1.13|0.07|9.64|0.20|1.26|0.07|10.20|0.22|1|
11975063|4700|80|2.548|0.008|0.14|0.15|1.88|0.12|12.07|0.28|1.73|0.11|11.59|0.26|1.90|0.12|12.16|0.28|1|
11975146|4693|142|2.398|0.020|0.29|0.30|1.38|0.22|12.29|0.75|1.28|0.20|11.87|0.72|1.39|0.22|12.33|0.75|2|
11975173|4906|80|3.220|0.006|0.10|0.15|1.05|0.05|4.17|0.08|1.06|0.05|4.18|0.08|1.06|0.05|4.18|0.08|1|
12003253|4812|100|2.413|0.017|-0.20|0.15|1.27|0.16|11.61|0.55|1.16|0.15|11.09|0.52|1.28|0.16|11.65|0.55|2|
